name,industry,subindustry,identified,line,model,written_at
Julian Sayin,Sports,American Football,true,Julian Sayin is an American college football quarterback for the Ohio State Buckeyes. He was part of a national championship squad and earned Big Ten Freshman of the Year and Shaun Alexander Freshman of the Year honors.,gemini-3.8-flash,2026-09-10T00:39:26.359Z
LaNorris Sellers,Sports,American Football,true,"LaNorris Sellers is an American college football quarterback for the South Carolina Gamecocks. During his college career, he was named the Southeastern Conference Freshman of the Year and earned Freshman All-American honors.",gemini-3.8-flash,2026-09-10T00:39:26.361Z
Rome Odunze,Sports,American Football,true,"Rome Odunze is an American football wide receiver for the Chicago Bears in the National Football League. In college at the University of Washington, he earned consensus All-American honors and helped lead the Huskies to the national championship game.",gemini-3.8-flash,2026-09-10T00:39:26.364Z
Ty Simpson,Sports,American Football,true,"Ty Simpson is an American football quarterback who played collegiate football for the Alabama Crimson Tide and joined the Los Angeles Rams in the NFL. At Alabama, he earned all-conference honors and led the team to a College Football Playoff appearance.",gemini-3.8-flash,2026-09-10T00:39:26.365Z
Caleb Downs,Sports,American Football,true,"Caleb Downs is an American football safety who played college football for Alabama and Ohio State before entering the NFL. In college, he won a national championship, the Jim Thorpe Award, and the Lott Trophy, earning unanimous All-American honors.",gemini-3.8-flash,2026-09-10T00:39:26.366Z
Carnell Tate,Sports,American Football,true,"Carnell Tate is an American football wide receiver who played college football for the Ohio State Buckeyes and joined the Tennessee Titans in the NFL. At Ohio State, he won a national championship and earned All-Big Ten honors.",gemini-3.8-flash,2026-09-10T00:39:26.367Z
Chris Henry Jr.,Sports,American Football,true,"Chris Henry Jr. is an American college football wide receiver for the Ohio State Buckeyes. He played high school football at Mater Dei High School and Withrow High School, earning high school All-American recognition.",gemini-3.8-flash,2026-09-10T00:39:26.369Z
Dante Moore,Sports,American Football,true,"Dante Moore is an American college football quarterback for the Oregon Ducks, having previously played for the UCLA Bruins. In high school at Martin Luther King High School in Detroit, he won state championships and was selected as an All-American.",gemini-3.8-flash,2026-09-10T00:39:26.370Z
Darian Mensah,Sports,American Football,true,"Darian Mensah is an American college football quarterback who has played at the Football Bowl Subdivision level for Tulane, Duke, and Miami. During his college career, he earned all-conference honors after leading starting offenses at multiple programs.",gemini-3.8-flash,2026-09-10T00:39:26.371Z
Jayden Maiava,Sports,American Football,true,"Jayden Maiava is an American college football quarterback for the USC Trojans, having previously played for the UNLV Rebels. At UNLV, he was named Mountain West Freshman of the Year and earned all-conference recognition before transferring to USC.",gemini-3.8-flash,2026-09-10T00:39:26.372Z
Keelon Russell,Sports,American Football,true,Keelon Russell is an American football quarterback who plays for the Alabama Crimson Tide. He won the national Gatorade Football Player of the Year award and state championships in Texas high school football.,gemini-3.8-flash,2026-09-10T00:39:23.202Z
Makai Lemon,Sports,American Football,true,"Makai Lemon is an American football wide receiver who played collegiately for the USC Trojans and was selected in the National Football League draft. In college, he won the Fred Biletnikoff Award.",gemini-3.8-flash,2026-09-10T00:39:23.204Z
Sam Leavitt,Sports,American Football,true,"Sam Leavitt is a college football quarterback who has played for Michigan State, Arizona State, and LSU. He was awarded Big Twelve Conference Offensive Freshman of the Year honors.",gemini-3.8-flash,2026-09-10T00:39:23.207Z
Ahmad Hardy,Sports,American Football,true,Ahmad Hardy is a college football running back for the Missouri Tigers who previously played for Louisiana at Monroe. He earned Sun Belt Conference Freshman of the Year and All-American honors.,gemini-3.8-flash,2026-09-10T00:39:23.209Z
Collin Simmons,Sports,American Football,true,Collin Simmons is a college football edge rusher for the Texas Longhorns. He earned Freshman All-American recognition and All-Southeastern Conference honors.,gemini-3.8-flash,2026-09-10T00:39:23.212Z
Kewan Lacy,Sports,American Football,true,"Kewan Lacy is a college football running back for the Ole Miss Rebels, having previously played for Missouri. He has earned All-American and All-Southeastern Conference honors.",gemini-3.8-flash,2026-09-10T00:39:23.214Z
Trinidad Chambliss,Sports,American Football,true,Trinidad Chambliss is a college football quarterback for the Ole Miss Rebels who previously played for Ferris State. He won NCAA Division II national championships and the Conerly Trophy.,gemini-3.8-flash,2026-09-10T00:39:23.217Z
Shohei Ohtani,Sports,Baseball,true,Shohei Ohtani is a Major League Baseball player for the Los Angeles Dodgers as a pitcher and designated hitter. He has won American League Most Valuable Player awards and a World Series title.,gemini-3.8-flash,2026-09-10T00:39:23.219Z
Aaron Judge,Sports,Baseball,true,"Aaron Judge is a Major League Baseball outfielder for the New York Yankees, serving as team captain. He has won American League Most Valuable Player and Rookie of the Year awards.",gemini-3.8-flash,2026-09-10T00:39:23.221Z
Derek Jeter,Sports,Baseball,true,Derek Jeter is a former Major League Baseball shortstop who played for the New York Yankees and is inducted into the Baseball Hall of Fame. He won World Series championships and a World Series MVP award.,gemini-3.8-flash,2026-09-10T00:39:23.224Z
Alex Rodriguez,Sports,Baseball,true,"Alex Rodriguez is a former Major League Baseball infielder who played for the Mariners, Rangers, and Yankees. He won American League Most Valuable Player awards and a World Series title.",gemini-3.8-flash,2026-09-10T00:39:23.226Z
Mike Trout,Sports,Baseball,true,Mike Trout is a Major League Baseball outfielder for the Los Angeles Angels. He has won American League Most Valuable Player awards and the Rookie of the Year award.,gemini-3.8-flash,2026-09-10T00:39:23.229Z
Bryce Harper,Sports,Baseball,true,Bryce Harper is a Major League Baseball player for the Philadelphia Phillies. He has won National League Most Valuable Player awards and the Rookie of the Year award.,gemini-3.8-flash,2026-09-10T00:39:23.231Z
Juan Soto,Sports,Baseball,true,"Juan Soto is a Major League Baseball outfielder who has played for the Nationals, Padres, and Yankees. He won a World Series title, a batting title, and Silver Slugger awards.",gemini-3.8-flash,2026-09-10T00:39:23.233Z
Mookie Betts,Sports,Baseball,true,"Mookie Betts is a Major League Baseball player for the Los Angeles Dodgers. He has won World Series championships, an American League Most Valuable Player award, and Gold Glove awards.",gemini-3.8-flash,2026-09-10T00:39:23.236Z
Clayton Kershaw,Sports,Baseball,true,"Clayton Kershaw is a Major League Baseball pitcher for the Los Angeles Dodgers. He has won Cy Young awards, a National League Most Valuable Player award, and a World Series title.",gemini-3.8-flash,2026-09-10T00:39:23.238Z
David Ortiz,Sports,Baseball,true,David Ortiz is a former Major League Baseball designated hitter inducted into the Baseball Hall of Fame. He won World Series championships with the Boston Red Sox and a World Series MVP award.,gemini-3.8-flash,2026-09-10T00:39:23.241Z
Freddie Freeman,Sports,Baseball,true,Freddie Freeman is a Major League Baseball first baseman for the Los Angeles Dodgers. He has won a National League Most Valuable Player award and World Series championships.,gemini-3.8-flash,2026-09-10T00:39:23.244Z
Paul Skenes,Sports,Baseball,true,Paul Skenes is a Major League Baseball pitcher for the Pittsburgh Pirates. He won a College World Series championship with LSU and was named the National League Rookie of the Year.,gemini-3.8-flash,2026-09-10T00:39:23.246Z
Fernando Tatis Jr.,Sports,Baseball,true,Fernando Tatis Jr. is a Major League Baseball outfielder and shortstop for the San Diego Padres. He has won Gold Glove and Silver Slugger awards.,gemini-3.8-flash,2026-09-10T00:39:23.248Z
Ronald Acuña Jr.,Sports,Baseball,true,"Outfielder for the Atlanta Braves in Major League Baseball. He has won the National League Most Valuable Player Award, the Rookie of the Year Award, and multiple Silver Slugger Awards.",gemini-3.8-flash,2026-09-10T00:39:22.793Z
Bobby Witt Jr.,Sports,Baseball,true,"Shortstop for the Kansas City Royals in Major League Baseball. He has earned an All-Star selection, a Gold Glove Award, and a Silver Slugger Award.",gemini-3.8-flash,2026-09-10T00:39:22.796Z
Elly De La Cruz,Sports,Baseball,true,Shortstop and third baseman for the Cincinnati Reds in Major League Baseball. He has earned an All-Star selection and led the National League in stolen bases.,gemini-3.8-flash,2026-09-10T00:39:22.798Z
Francisco Lindor,Sports,Baseball,true,"Shortstop for the New York Mets in Major League Baseball. He has earned multiple All-Star selections, Gold Glove Awards, and Silver Slugger Awards.",gemini-3.8-flash,2026-09-10T00:39:22.801Z
Vladimir Guerrero Jr.,Sports,Baseball,true,"First baseman for the Toronto Blue Jays in Major League Baseball. He has earned multiple All-Star selections, a Gold Glove Award, and a Silver Slugger Award.",gemini-3.8-flash,2026-09-10T00:39:22.804Z
Yoshinobu Yamamoto,Sports,Baseball,true,"Pitcher for the Los Angeles Dodgers in Major League Baseball. He previously competed in Nippon Professional Baseball, where he won multiple Pacific League MVP and Eiji Sawamura awards.",gemini-3.8-flash,2026-09-10T00:39:22.806Z
Gunnar Henderson,Sports,Baseball,true,"Shortstop and third baseman for the Baltimore Orioles in Major League Baseball. He won the American League Rookie of the Year Award, a Silver Slugger Award, and earned an All-Star selection.",gemini-3.8-flash,2026-09-10T00:39:22.809Z
Jacob DeGrom,Sports,Baseball,true,"Pitcher for the Texas Rangers in Major League Baseball. He has won multiple Cy Young Awards, the Rookie of the Year Award, and a World Series title.",gemini-3.8-flash,2026-09-10T00:39:22.811Z
Pete Crow-Armstrong,Sports,Baseball,true,Center fielder for the Chicago Cubs in Major League Baseball. He previously represented the organization in the All-Star Futures Game.,gemini-3.8-flash,2026-09-10T00:39:22.814Z
Roki Sasaki,Sports,Baseball,true,Pitcher for the Chiba Lotte Marines in Nippon Professional Baseball. He pitched a perfect game and won a World Baseball Classic championship with the Japanese national team.,gemini-3.8-flash,2026-09-10T00:39:22.817Z
Tarik Skubal,Sports,Baseball,true,Pitcher for the Detroit Tigers in Major League Baseball. He has earned an All-Star selection and won the American League Cy Young Award.,gemini-3.8-flash,2026-09-10T00:39:22.819Z
Yordan Álvarez,Sports,Baseball,true,"Designated hitter and outfielder for the Houston Astros in Major League Baseball. He has won the American League Rookie of the Year Award, a World Series championship, and multiple Silver Slugger Awards.",gemini-3.8-flash,2026-09-10T00:39:22.821Z
Corey Seager,Sports,Baseball,true,Shortstop for the Texas Rangers in Major League Baseball. He is a multiple-time World Series champion and has won the World Series Most Valuable Player Award with two different franchises.,gemini-3.8-flash,2026-09-10T00:39:22.824Z
José Ramírez,Sports,Baseball,true,Third baseman for the Cleveland Guardians in Major League Baseball. He is a multiple-time All-Star and has won multiple Silver Slugger Awards.,gemini-3.8-flash,2026-09-10T00:39:22.826Z
Julio Rodríguez,Sports,Baseball,true,Outfielder for the Seattle Mariners in Major League Baseball. He won the American League Rookie of the Year Award and has earned multiple All-Star selections and Silver Slugger Awards.,gemini-3.8-flash,2026-09-10T00:39:22.827Z
Kyle Tucker,Sports,Baseball,true,"Outfielder for the Houston Astros in Major League Baseball. He has won a World Series championship, a Gold Glove Award, and earned multiple All-Star selections.",gemini-3.8-flash,2026-09-10T00:39:22.828Z
Rafael Devers,Sports,Baseball,true,"Third baseman for the Boston Red Sox in Major League Baseball. He has won a World Series championship, multiple Silver Slugger Awards, and earned multiple All-Star selections.",gemini-3.8-flash,2026-09-10T00:39:22.829Z
Roman Anthony,Sports,Baseball,true,Outfielder in the Boston Red Sox organization. He was selected to the All-Star Futures Game and won the MLB Futures Skills Showcase.,gemini-3.8-flash,2026-09-10T00:39:22.830Z
Chris Sale,Sports,Baseball,true,"Pitcher for the Atlanta Braves in Major League Baseball. He has won a World Series championship, a Cy Young Award, and earned multiple All-Star selections.",gemini-3.8-flash,2026-09-10T00:39:22.831Z
Corbin Carroll,Sports,Baseball,true,Outfielder for the Arizona Diamondbacks in Major League Baseball. He won the National League Rookie of the Year Award and earned an All-Star selection.,gemini-3.8-flash,2026-09-10T00:39:22.832Z
Edwin Díaz,Sports,Baseball,true,Edwin Díaz is a Major League Baseball relief pitcher for the New York Mets. He works as a closer and has earned All-Star selections and the Reliever of the Year Award.,gemini-3.8-flash,2026-09-10T00:39:24.801Z
Jackson Chourio,Sports,Baseball,true,Jackson Chourio is a Major League Baseball outfielder for the Milwaukee Brewers. He reached the major leagues after advancing through the minor leagues and securing a long-term contract extension.,gemini-3.8-flash,2026-09-10T00:39:24.804Z
Jackson Merrill,Sports,Baseball,true,Jackson Merrill is a Major League Baseball center fielder and infielder for the San Diego Padres. He earned an All-Star selection during his rookie season.,gemini-3.8-flash,2026-09-10T00:39:24.806Z
James Wood,Sports,Baseball,true,James Wood is a Major League Baseball outfielder for the Washington Nationals. He reached the major leagues after being selected to participate in the All-Star Futures Game.,gemini-3.8-flash,2026-09-10T00:39:24.809Z
Junior Caminero,Sports,Baseball,true,Junior Caminero is a Major League Baseball infielder for the Tampa Bay Rays. He reached the major league level after being selected to the All-Star Futures Game during his minor league career.,gemini-3.8-flash,2026-09-10T00:39:24.811Z
Zack Wheeler,Sports,Baseball,true,"Zack Wheeler is a Major League Baseball starting pitcher for the Philadelphia Phillies. He has earned All-Star selections, a Gold Glove Award, and a National League pennant.",gemini-3.8-flash,2026-09-10T00:39:24.814Z
Dylan Cease,Sports,Baseball,true,Dylan Cease is a Major League Baseball starting pitcher for the San Diego Padres. He is known for pitching a no-hitter and finishing as a finalist for the Cy Young Award.,gemini-3.8-flash,2026-09-10T00:39:24.816Z
Jacob Misiorowski,Sports,Baseball,true,Jacob Misiorowski is a professional baseball pitcher in the Milwaukee Brewers organization. He is known for his selection to the All-Star Futures Game.,gemini-3.8-flash,2026-09-10T00:39:24.818Z
Wyatt Langford,Sports,Baseball,true,Wyatt Langford is a Major League Baseball outfielder for the Texas Rangers. He is known for hitting for the cycle and hitting an inside-the-park home run during his rookie season.,gemini-3.8-flash,2026-09-10T00:39:24.821Z
Ben Rice,Sports,Baseball,true,Ben Rice is a Major League Baseball first baseman and catcher for the New York Yankees. He is known for hitting multiple home runs in a single game during his rookie season.,gemini-3.8-flash,2026-09-10T00:39:24.823Z
Cam Schlittler,Sports,Baseball,true,Cam Schlittler is a professional baseball pitcher in the New York Yankees organization. He was drafted from Northeastern University and has earned Pitcher of the Week honors in the minor leagues.,gemini-3.8-flash,2026-09-10T00:39:24.825Z
Cristopher Sánchez,Sports,Baseball,true,Cristopher Sánchez is a Major League Baseball starting pitcher for the Philadelphia Phillies. He is known for his rotation role and has earned an All-Star selection.,gemini-3.8-flash,2026-09-10T00:39:24.827Z
Jordan Walker,Sports,Baseball,true,Jordan Walker is a Major League Baseball outfielder and third baseman for the St. Louis Cardinals. He is known for making the major league roster on Opening Day as a rookie.,gemini-3.8-flash,2026-09-10T00:39:24.830Z
JJ Wetherholt,Sports,Baseball,true,"JJ Wetherholt is a professional baseball infielder in the St. Louis Cardinals organization. He played college baseball for West Virginia University, where he earned conference player of the year honors.",gemini-3.8-flash,2026-09-10T00:39:24.832Z
Kevin McGonigle,Sports,Baseball,true,Kevin McGonigle is a professional baseball infielder in the Detroit Tigers organization. He won a gold medal with the United States national youth team and was named a minor league league most valuable player.,gemini-3.8-flash,2026-09-10T00:39:24.834Z
Otto Lopez,Sports,Baseball,true,Otto Lopez is a Major League Baseball infielder for the Miami Marlins. He is known for playing multiple defensive positions and representing Canada in the World Baseball Classic.,gemini-3.8-flash,2026-09-10T00:39:24.835Z
LeBron James,Sports,Basketball,true,"LeBron James is a National Basketball Association forward for the Los Angeles Lakers. He has won NBA championships, Finals Most Valuable Player awards, and Olympic gold medals.",gemini-3.8-flash,2026-09-10T00:39:24.836Z
Michael Jordan,Sports,Basketball,true,"Michael Jordan is a former National Basketball Association guard who played primarily for the Chicago Bulls. He won NBA championships, Most Valuable Player awards, and was inducted into the Naismith Memorial Basketball Hall of Fame.",gemini-3.8-flash,2026-09-10T00:39:24.837Z
Stephen Curry,Sports,Basketball,true,"Stephen Curry is a National Basketball Association guard for the Golden State Warriors. He has won NBA championships, Most Valuable Player awards, and an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:24.837Z
Shaquille O'Neal,Sports,Basketball,true,Shaquille O'Neal is a former National Basketball Association center who won NBA championships and a Most Valuable Player award. He was inducted into the Naismith Memorial Basketball Hall of Fame.,gemini-3.8-flash,2026-09-10T00:39:24.838Z
Caitlin Clark,Sports,Basketball,true,Caitlin Clark is a professional basketball guard for the Indiana Fever in the WNBA. She has earned WNBA Rookie of the Year honors and multiple national college player of the year awards.,gemini-3.8-flash,2026-09-10T00:39:20.697Z
Kevin Durant,Sports,Basketball,true,"Kevin Durant is an NBA forward for the Phoenix Suns. He has won NBA championships, an NBA Most Valuable Player Award, Finals Most Valuable Player Awards, and Olympic gold medals.",gemini-3.8-flash,2026-09-10T00:39:20.700Z
Luka Dončić,Sports,Basketball,true,"Luka Dončić is an NBA guard for the Dallas Mavericks. He has earned the NBA Rookie of the Year Award, multiple All-NBA First Team selections, and an appearance in the NBA Finals.",gemini-3.8-flash,2026-09-10T00:39:20.703Z
Giannis Antetokounmpo,Sports,Basketball,true,"Giannis Antetokounmpo is an NBA forward for the Milwaukee Bucks. He has won an NBA championship, an NBA Finals Most Valuable Player Award, NBA Most Valuable Player Awards, and the NBA Defensive Player of the Year Award.",gemini-3.8-flash,2026-09-10T00:39:20.706Z
Victor Wembanyama,Sports,Basketball,true,Victor Wembanyama is an NBA center for the San Antonio Spurs. He won the NBA Rookie of the Year Award and an Olympic silver medal with the French national team.,gemini-3.8-flash,2026-09-10T00:39:20.709Z
Magic Johnson,Sports,Basketball,true,"Magic Johnson is a former NBA point guard for the Los Angeles Lakers. He won NBA championships, NBA Most Valuable Player Awards, Finals Most Valuable Player Awards, and an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:20.711Z
Nikola Jokić,Sports,Basketball,true,"Nikola Jokić is an NBA center for the Denver Nuggets. He has won an NBA championship, an NBA Finals Most Valuable Player Award, and multiple NBA Most Valuable Player Awards.",gemini-3.8-flash,2026-09-10T00:39:20.714Z
Anthony Edwards,Sports,Basketball,true,Anthony Edwards is an NBA guard for the Minnesota Timberwolves. He is an NBA All-Star and an Olympic gold medalist with the United States national team.,gemini-3.8-flash,2026-09-10T00:39:20.716Z
Charles Barkley,Sports,Basketball,true,"Charles Barkley is a former NBA forward who competed for the Philadelphia 76ers, Phoenix Suns, and Houston Rockets. He won an NBA Most Valuable Player Award and Olympic gold medals.",gemini-3.8-flash,2026-09-10T00:39:20.718Z
Dwyane Wade,Sports,Basketball,true,"Dwyane Wade is a former NBA guard who played primarily for the Miami Heat. He won NBA championships, an NBA Finals Most Valuable Player Award, and an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:20.721Z
Shai Gilgeous-Alexander,Sports,Basketball,true,Shai Gilgeous-Alexander is an NBA guard for the Oklahoma City Thunder. He has earned All-NBA First Team honors and competed internationally for the Canadian national team.,gemini-3.8-flash,2026-09-10T00:39:20.724Z
Kyrie Irving,Sports,Basketball,true,"Kyrie Irving is an NBA guard for the Dallas Mavericks. He has won an NBA championship, an NBA Rookie of the Year Award, and an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:20.726Z
Jayson Tatum,Sports,Basketball,true,"Jayson Tatum is an NBA forward for the Boston Celtics. He has won an NBA championship, earned multiple All-NBA selections, and won Olympic gold medals.",gemini-3.8-flash,2026-09-10T00:39:20.728Z
Anthony Davis,Sports,Basketball,true,"Anthony Davis is an NBA forward and center for the Los Angeles Lakers. He has won an NBA championship, an NCAA championship, and Olympic gold medals.",gemini-3.8-flash,2026-09-10T00:39:20.729Z
Carmelo Anthony,Sports,Basketball,true,Carmelo Anthony is a former NBA forward who played for teams including the Denver Nuggets and New York Knicks. He won an NCAA championship and multiple Olympic gold medals.,gemini-3.8-flash,2026-09-10T00:39:20.730Z
Cooper Flagg,Sports,Basketball,true,Cooper Flagg is an American basketball player who competed collegiately for the Duke Blue Devils. He won national high school player of the year honors and a gold medal in youth international competition.,gemini-3.8-flash,2026-09-10T00:39:20.732Z
James Harden,Sports,Basketball,true,"James Harden is an NBA guard for the Los Angeles Clippers. He has won an NBA Most Valuable Player Award, the NBA Sixth Man of the Year Award, and an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:20.734Z
Jimmy Butler,Sports,Basketball,true,"Jimmy Butler is an NBA forward for the Miami Heat. He has reached the NBA Finals, earned the NBA Most Improved Player Award, and won an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:20.735Z
Joel Embiid,Sports,Basketball,true,Joel Embiid is an NBA center for the Philadelphia 76ers. He has won an NBA Most Valuable Player Award and an Olympic gold medal with the United States national team.,gemini-3.8-flash,2026-09-10T00:39:20.736Z
Russell Westbrook,Sports,Basketball,true,"Russell Westbrook is an NBA guard for the Denver Nuggets. He has won an NBA Most Valuable Player Award, earned multiple All-NBA honors, and won an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:20.738Z
Angel Reese,Sports,Basketball,true,Angel Reese is a professional basketball player in the WNBA for the Chicago Sky. She won an NCAA national championship with LSU and received the NCAA Tournament Most Outstanding Player award.,gemini-3.8-flash,2026-09-10T00:39:32.000Z
Chris Paul,Sports,Basketball,true,Chris Paul is a professional basketball player in the NBA. He has earned multiple NBA All-Star selections and won Olympic gold medals with the United States national team.,gemini-3.8-flash,2026-09-10T00:39:32.003Z
Damian Lillard,Sports,Basketball,true,"Damian Lillard is a professional basketball player for the Milwaukee Bucks in the NBA. He has earned the NBA Rookie of the Year Award, multiple NBA All-Star selections, and an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:32.005Z
Derrick Rose,Sports,Basketball,true,Derrick Rose is a former professional basketball player in the NBA. He won the NBA Most Valuable Player Award and the NBA Rookie of the Year Award.,gemini-3.8-flash,2026-09-10T00:39:32.008Z
Devin Booker,Sports,Basketball,true,Devin Booker is a professional basketball player for the Phoenix Suns in the NBA. He has earned multiple NBA All-Star selections and won an Olympic gold medal with the United States national team.,gemini-3.8-flash,2026-09-10T00:39:32.010Z
Dirk Nowitzki,Sports,Basketball,true,"Dirk Nowitzki is a former professional basketball player who played for the Dallas Mavericks in the NBA. He won an NBA championship, the NBA Finals MVP Award, and the NBA Most Valuable Player Award.",gemini-3.8-flash,2026-09-10T00:39:32.013Z
Ja Morant,Sports,Basketball,true,Ja Morant is a professional basketball player for the Memphis Grizzlies in the NBA. He has earned the NBA Rookie of the Year Award and the NBA Most Improved Player Award.,gemini-3.8-flash,2026-09-10T00:39:32.015Z
Kawhi Leonard,Sports,Basketball,true,"Kawhi Leonard is a professional basketball player for the Los Angeles Clippers in the NBA. He has won multiple NBA championships, NBA Finals MVP Awards, and NBA Defensive Player of the Year Awards.",gemini-3.8-flash,2026-09-10T00:39:32.018Z
Klay Thompson,Sports,Basketball,true,Klay Thompson is a professional basketball player in the NBA. He has won multiple NBA championships with the Golden State Warriors and an Olympic gold medal with the United States national team.,gemini-3.8-flash,2026-09-10T00:39:32.020Z
Draymond Green,Sports,Basketball,true,Draymond Green is a professional basketball player for the Golden State Warriors in the NBA. He has won multiple NBA championships and the NBA Defensive Player of the Year Award.,gemini-3.8-flash,2026-09-10T00:39:32.034Z
Jalen Brunson,Sports,Basketball,true,Jalen Brunson is a professional basketball player for the New York Knicks in the NBA. He won NCAA national championships with Villanova and has earned NBA All-Star selection.,gemini-3.8-flash,2026-09-10T00:39:32.036Z
Kevin Garnett,Sports,Basketball,true,"Kevin Garnett is a former professional basketball player in the NBA. He won an NBA championship with the Boston Celtics, the NBA Most Valuable Player Award, and the NBA Defensive Player of the Year Award.",gemini-3.8-flash,2026-09-10T00:39:32.037Z
LaMelo Ball,Sports,Basketball,true,LaMelo Ball is a professional basketball player for the Charlotte Hornets in the NBA. He won the NBA Rookie of the Year Award and has been selected as an NBA All-Star.,gemini-3.8-flash,2026-09-10T00:39:32.039Z
Paige Bueckers,Sports,Basketball,true,"Paige Bueckers is a college basketball player for the UConn Huskies. She has received national college player of the year honors, including the Wooden Award and the Naismith Trophy.",gemini-3.8-flash,2026-09-10T00:39:32.040Z
Scottie Pippen,Sports,Basketball,true,Scottie Pippen is a former professional basketball player in the NBA. He won multiple NBA championships with the Chicago Bulls and Olympic gold medals with the United States national team.,gemini-3.8-flash,2026-09-10T00:39:32.041Z
Cade Cunningham,Sports,Basketball,true,Cade Cunningham is a professional basketball player for the Detroit Pistons in the NBA. He was named to the NBA All-Rookie First Team after entering the league.,gemini-3.8-flash,2026-09-10T00:39:32.043Z
Donovan Mitchell,Sports,Basketball,true,Donovan Mitchell is a professional basketball player for the Cleveland Cavaliers in the NBA. He has earned multiple NBA All-Star selections and won the NBA Slam Dunk Contest.,gemini-3.8-flash,2026-09-10T00:39:32.044Z
Jaylen Brown,Sports,Basketball,true,"Jaylen Brown is a professional basketball player for the Boston Celtics in the NBA. He has won an NBA championship, the NBA Finals MVP Award, and multiple NBA All-Star selections.",gemini-3.8-flash,2026-09-10T00:39:32.046Z
Karl-Anthony Towns,Sports,Basketball,true,"Karl-Anthony Towns is a professional basketball player in the NBA. He has won the NBA Rookie of the Year Award, earned multiple NBA All-Star selections, and won the NBA Three-Point Contest.",gemini-3.8-flash,2026-09-10T00:39:32.048Z
Paul George,Sports,Basketball,true,"Paul George is a professional basketball player in the NBA. He has earned multiple NBA All-Star selections, All-NBA honors, and an Olympic gold medal with the United States national team.",gemini-3.8-flash,2026-09-10T00:39:32.049Z
Trae Young,Sports,Basketball,true,Trae Young is a professional basketball player for the Atlanta Hawks in the National Basketball Association. He is an NBA All-Star and an All-NBA Team selection.,gemini-3.8-flash,2026-09-10T00:39:32.579Z
Tyrese Haliburton,Sports,Basketball,true,Tyrese Haliburton is a professional basketball player for the Indiana Pacers in the National Basketball Association. He is an NBA All-Star and an Olympic gold medalist with the United States national team.,gemini-3.8-flash,2026-09-10T00:39:32.582Z
Zion Williamson,Sports,Basketball,true,Zion Williamson is a professional basketball player for the New Orleans Pelicans in the National Basketball Association. He is an NBA All-Star and was named consensus National College Player of the Year at Duke University.,gemini-3.8-flash,2026-09-10T00:39:32.585Z
A'ja Wilson,Sports,Basketball,true,"A'ja Wilson is a professional basketball player for the Las Vegas Aces in the Women's National Basketball Association. She is a WNBA champion, WNBA Most Valuable Player, Defensive Player of the Year, and Olympic gold medalist.",gemini-3.8-flash,2026-09-10T00:39:32.588Z
Bronny James,Sports,Basketball,true,Bronny James is a professional basketball player for the Los Angeles Lakers in the National Basketball Association. He played college basketball for the USC Trojans before entering the professional ranks.,gemini-3.8-flash,2026-09-10T00:39:32.590Z
Chet Holmgren,Sports,Basketball,true,Chet Holmgren is a professional basketball player for the Oklahoma City Thunder in the National Basketball Association. He earned selection to the NBA All-Rookie First Team.,gemini-3.8-flash,2026-09-10T00:39:32.592Z
JuJu Watkins,Sports,Basketball,true,JuJu Watkins is a college basketball player for the USC Trojans women's team. She earned consensus All-American honors and was named National Freshman of the Year.,gemini-3.8-flash,2026-09-10T00:39:32.594Z
Paolo Banchero,Sports,Basketball,true,Paolo Banchero is a professional basketball player for the Orlando Magic in the National Basketball Association. He won the NBA Rookie of the Year Award and earned selection as an NBA All-Star.,gemini-3.8-flash,2026-09-10T00:39:32.597Z
Austin Reaves,Sports,Basketball,true,Austin Reaves is a professional basketball player for the Los Angeles Lakers in the National Basketball Association. He has represented the United States men's national team at the FIBA Basketball World Cup.,gemini-3.8-flash,2026-09-10T00:39:32.600Z
Bam Adebayo,Sports,Basketball,true,"Bam Adebayo is a professional basketball player for the Miami Heat in the National Basketball Association. He is an NBA All-Star, NBA All-Defensive Team honoree, and an Olympic gold medalist.",gemini-3.8-flash,2026-09-10T00:39:32.603Z
Dylan Harper,Sports,Basketball,true,"Dylan Harper is a college basketball player for the Rutgers Scarlet Knights. Prior to college, he was selected as a McDonald's All-American and competed for the United States junior national team.",gemini-3.8-flash,2026-09-10T00:39:32.605Z
Jalen Williams,Sports,Basketball,true,Jalen Williams is a professional basketball player for the Oklahoma City Thunder in the National Basketball Association. He earned selection to the NBA All-Rookie First Team.,gemini-3.8-flash,2026-09-10T00:39:32.606Z
Jamal Murray,Sports,Basketball,true,Jamal Murray is a professional basketball player for the Denver Nuggets in the National Basketball Association. He won an NBA championship with the Nuggets and represents the Canadian national team.,gemini-3.8-flash,2026-09-10T00:39:32.608Z
